tradingsymbol,noBlockDeals,bulkBlockDeals,marketDeptOrderBook.totalBuyQuantity,marketDeptOrderBook.totalSellQuantity,marketDeptOrderBook.bid,marketDeptOrderBook.ask,marketDeptOrderBook.tradeInfo.totalTradedVolume,marketDeptOrderBook.tradeInfo.totalTradedValue,marketDeptOrderBook.tradeInfo.totalMarketCap,marketDeptOrderBook.tradeInfo.ffmc,marketDeptOrderBook.tradeInfo.impactCost,marketDeptOrderBook.tradeInfo.cmDailyVolatility,marketDeptOrderBook.tradeInfo.cmAnnualVolatility,marketDeptOrderBook.valueAtRisk.securityVar,marketDeptOrderBook.valueAtRisk.indexVar,marketDeptOrderBook.valueAtRisk.varMargin,marketDeptOrderBook.valueAtRisk.extremeLossMargin,marketDeptOrderBook.valueAtRisk.adhocMargin,marketDeptOrderBook.valueAtRisk.applicableMargin,securityWiseDP.quantityTraded,securityWiseDP.deliveryQuantity,securityWiseDP.deliveryToTradedQuantity,securityWiseDP.seriesRemarks,securityWiseDP.secWiseDelPosDate,info.symbol,info.companyName,info.industry,info.activeSeries,info.debtSeries,info.tempSuspendedSeries,info.isFNOSec,info.isCASec,info.isSLBSec,info.isDebtSec,info.isSuspended,info.isETFSec,info.isDelisted,info.isin,info.isTop10,info.identifier,metadata.series,metadata.symbol,metadata.isin,metadata.status,metadata.listingDate,metadata.industry,metadata.lastUpdateTime,metadata.pdSectorPe,metadata.pdSymbolPe,metadata.pdSectorInd,securityInfo.boardStatus,securityInfo.tradingStatus,securityInfo.tradingSegment,securityInfo.sessionNo,securityInfo.slb,securityInfo.classOfShare,securityInfo.derivatives,securityInfo.surveillance.surv,securityInfo.surveillance.desc,securityInfo.faceValue,securityInfo.issuedSize,sddDetails.SDDAuditor,sddDetails.SDDStatus,priceInfo.lastPrice,priceInfo.change,priceInfo.pChange,priceInfo.previousClose,priceInfo.open,priceInfo.close,priceInfo.vwap,priceInfo.lowerCP,priceInfo.upperCP,priceInfo.pPriceBand,priceInfo.basePrice,priceInfo.intraDayHighLow.min,priceInfo.intraDayHighLow.max,priceInfo.intraDayHighLow.value,priceInfo.weekHighLow.min,priceInfo.weekHighLow.minDate,priceInfo.weekHighLow.max,priceInfo.weekHighLow.maxDate,priceInfo.weekHighLow.value,priceInfo.iNavValue,priceInfo.checkINAV,industryInfo.macro,industryInfo.sector,industryInfo.industry,industryInfo.basicIndustry,preOpenMarket.preopen,preOpenMarket.ato.buy,preOpenMarket.ato.sell,preOpenMarket.IEP,preOpenMarket.totalTradedVolume,preOpenMarket.finalPrice,preOpenMarket.finalQuantity,preOpenMarket.lastUpdateTime,preOpenMarket.totalBuyQuantity,preOpenMarket.totalSellQuantity,preOpenMarket.atoBuyQty,preOpenMarket.atoSellQty
MAHLOG,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",178.0,0.0,"[{'price': 369.75, 'quantity': 178}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",256172.0,952.65,266389.69,111883.6682872,0.08,1.91,36.49,12.16,0.0,12.16,3.5,0.0,15.66,256172.0,152812.0,59.65,,06-OCT-2023 EOD,MAHLOG,Mahindra Logistics Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE766P01016,False,MAHLOGEQN,EQ,MAHLOG,INE766P01016,Listed,10-Nov-2017,Logistics Solution Provider,06-Oct-2023 16:00:00,23.45,37.03,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,,,10,72036151,-,-,369.8,-7.75,-2.05270825056284,377.55,378.9,369.75,371.88,302.05,453.05,20,377.55,369.0,379.15,369.8,349.7,29-Mar-2023,559.0,20-Oct-2022,369.8,,False,Services,Services,Transport Services,Logistics Solution Provider,"[{'price': 358.2, 'buyQty': 0, 'sellQty': 100}, {'price': 376.85, 'buyQty': 0, 'sellQty': 6}, {'price': 377.3, 'buyQty': 1, 'sellQty': 0}, {'price': 377.55, 'buyQty': 1018, 'sellQty': 0}, {'price': 377.7, 'buyQty': 0, 'sellQty': 6}, {'price': 377.95, 'buyQty': 0, 'sellQty': 1}, {'price': 378, 'buyQty': 100, 'sellQty': 0}, {'price': 378.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 380.2, 'buyQty': 20, 'sellQty': 0}]",188,68,378.9,208.0,378.9,208.0,06-Oct-2023 09:07:04,7843.0,29998.0,188.0,68.0
MAHSCOOTER,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",1019.0,0.0,"[{'price': 7731.15, 'quantity': 1019}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",6515.0,500.4,888571.16,417628.44614,0.11,1.77,33.82,11.24,0.0,11.24,3.5,0.0,14.74,6515.0,3587.0,55.06,,06-OCT-2023 EOD,MAHSCOOTER,Maharashtra Scooters Limited,AUTO ANCILLARIES,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE288A01013,False,MAHSCOOTEREQN,EQ,MAHSCOOTER,INE288A01013,Listed,08-Feb-1995,Investment Company,06-Oct-2023 16:00:00,25.31,1500.78,NIFTY AUTO                                        ,Main,Active,Normal Market,-,No,Equity,No,,,10,11428568,-,-,7775.0,237.3500000000004,3.14885939251624,7537.65,7537.65,7731.15,7680.72,6030.15,9045.15,20,7537.65,7537.65,7775.0,7775.0,4072.0,28-Mar-2023,8140.0,26-Sep-2023,7775.0,,False,Financial Services,Financial Services,Finance,Investment Company,"[{'price': 7500, 'buyQty': 1, 'sellQty': 0}, {'price': 7501, 'buyQty': 3, 'sellQty': 0}, {'price': 7525, 'buyQty': 2, 'sellQty': 0}, {'price': 7537.65, 'buyQty': 1, 'sellQty': 0, 'iep': True}, {'price': 7574, 'buyQty': 0, 'sellQty': 3}, {'price': 7575.35, 'buyQty': 0, 'sellQty': 4}, {'price': 7599, 'buyQty': 0, 'sellQty': 3}, {'price': 7610, 'buyQty': 0, 'sellQty': 1}]",0,1,7537.65,1.0,7537.65,1.0,06-Oct-2023 09:07:04,455.0,1564.0,0.0,1.0
MAHSEAMLES,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,461.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 598.75, 'quantity': 461}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",200338.0,1207.78,801918.52,248594.7423141,0.06,2.35,44.9,15.17,0.0,15.17,3.5,0.0,18.67,200338.0,106962.0,53.39,,06-OCT-2023 EOD,MAHSEAMLES,Maharashtra Seamless Limited,STEEL AND STEEL PRODUCTS,['EQ'],[],[],False,False,True,False,False,False,False,INE271B01025,False,MAHSEAMLESEQN,EQ,MAHSEAMLES,INE271B01025,Listed,25-Aug-2004,Iron & Steel Products,06-Oct-2023 16:00:00,24.54,10.5,NIFTY METAL                                       ,Main,Active,Normal Market,-,Yes,Equity,No,,,5,133999252,-,-,598.45,-6.75,-1.1153337739590217,605.2,605.2,598.75,602.87,484.2,726.2,20,605.2,596.05,612.6,598.45,279.5,26-Dec-2022,622.0,28-Sep-2023,598.45,,False,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"[{'price': 484.2, 'buyQty': 0, 'sellQty': 25}, {'price': 604.95, 'buyQty': 0, 'sellQty': 58}, {'price': 605, 'buyQty': 0, 'sellQty': 50}, {'price': 605.2, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 608.25, 'buyQty': 0, 'sellQty': 47}, {'price': 608.65, 'buyQty': 4, 'sellQty': 0}, {'price': 610, 'buyQty': 10, 'sellQty': 0}, {'price': 617.3, 'buyQty': 19, 'sellQty': 0}, {'price': 617.35, 'buyQty': 1, 'sellQty': 0}]",37,1,605.2,134.0,605.2,134.0,06-Oct-2023 09:07:04,5557.0,20950.0,37.0,1.0
MAITHANALL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,111.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 1014.25, 'quantity': 111}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",24045.0,244.42,293706.43,73426.6069875,0.11,2.52,48.14,16.31,0.0,16.31,3.5,0.0,19.81,24045.0,10898.0,45.32,,06-OCT-2023 EOD,MAITHANALL,Maithan Alloys Limited,METALS,['EQ'],[],[],False,False,False,False,False,False,False,INE683C01011,False,MAITHANALLEQN,EQ,MAITHANALL,INE683C01011,Listed,05-Jul-2011,Ferro & Silica Manganese,06-Oct-2023 16:00:00,24.54,6.87,NIFTY METAL                                       ,Main,Active,Normal Market,-,No,Equity,No,,,10,29111550,-,-,1008.9,1.8500000000000227,0.1837048805918298,1007.05,1002.0,1014.25,1016.53,805.65,1208.45,20,1007.05,1002.0,1021.85,1008.9,766.55,28-Mar-2023,1206.95,01-Aug-2023,1008.9,,False,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,"[{'price': 805.65, 'buyQty': 0, 'sellQty': 5}, {'price': 1001.2, 'buyQty': 11, 'sellQty': 0}, {'price': 1001.7, 'buyQty': 10, 'sellQty': 0}, {'price': 1002, 'buyQty': 15, 'sellQty': 0, 'iep': True}, {'price': 1007.05, 'buyQty': 1, 'sellQty': 0}, {'price': 1012.1, 'buyQty': 0, 'sellQty': 28}, {'price': 1015.6, 'buyQty': 0, 'sellQty': 10}, {'price': 1015.85, 'buyQty': 0, 'sellQty': 4}]",0,1,1002.0,6.0,1002.0,6.0,06-Oct-2023 09:07:10,2958.0,25754.0,0.0,1.0
MALLCOM,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",10528.0,117.36,68640.0,17846.4,0.35,2.55,48.72,16.51,0.0,16.51,3.5,0.0,20.01,10528.0,6180.0,58.7,,06-OCT-2023 EOD,MALLCOM,Mallcom (India) Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE389C01015,False,MALLCOMEQN,EQ,MALLCOM,INE389C01015,Listed,02-Feb-2022,Other Industrial Products,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,6240000,-,-,1100.0,-6.75,-0.6098938332956856,1106.75,1117.8,1102.5,1114.7,885.4,1328.1,20,1106.75,1095.05,1140.3,1100.0,606.95,22-Dec-2022,1249.7,05-Sep-2023,1100.0,,False,Industrials,Capital Goods,Industrial Products,Other Industrial Products,"[{'price': 1104, 'buyQty': 10, 'sellQty': 0}, {'price': 1105, 'buyQty': 10, 'sellQty': 0}, {'price': 1106, 'buyQty': 45, 'sellQty': 0}, {'price': 1107, 'buyQty': 10, 'sellQty': 0}, {'price': 1117.8, 'buyQty': 0, 'sellQty': 32, 'iep': True}, {'price': 1118.7, 'buyQty': 0, 'sellQty': 100}, {'price': 1120, 'buyQty': 0, 'sellQty': 130}, {'price': 1123.35, 'buyQty': 0, 'sellQty': 6}]",2,0,1117.8,2.0,1117.8,2.0,06-Oct-2023 09:07:06,1493.0,2154.0,2.0,0.0
MALUPAPER,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,40.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 38.8, 'quantity': 40}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",41715.0,16.36,6661.64,1998.4911375,0.86,3.08,58.84,20.27,0.0,20.27,3.5,76.23,100.0,41715.0,26999.0,64.72,,06-OCT-2023 EOD,MALUPAPER,Malu Paper Mills Limited,PAPER AND PAPER PRODUCTS,['EQ'],[],[],False,False,False,False,False,False,False,INE383H01017,False,MALUPAPEREQN,EQ,MALUPAPER,INE383H01017,Listed,05-Apr-2006,Paper & Paper Products,06-Oct-2023 16:00:00,23.45,0.0,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,LTASM - I (13),Long Term Additional Surveillance Measure (LTASM) - Stage I,10,17059250,-,-,39.05,-0.6000000000000014,-1.5132408575031562,39.65,39.65,38.8,39.21,31.75,47.55,20,39.65,38.4,40.0,39.05,25.5,29-Mar-2023,46.75,21-Dec-2022,39.05,,False,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,"[{'price': 39, 'buyQty': 1, 'sellQty': 0}, {'price': 39.05, 'buyQty': 125, 'sellQty': 0}, {'price': 39.25, 'buyQty': 101, 'sellQty': 0}, {'price': 39.45, 'buyQty': 0, 'sellQty': 2}, {'price': 39.65, 'buyQty': 18, 'sellQty': 0, 'iep': True}, {'price': 40.5, 'buyQty': 0, 'sellQty': 500}, {'price': 40.85, 'buyQty': 0, 'sellQty': 1}, {'price': 40.9, 'buyQty': 0, 'sellQty': 100}]",0,0,39.65,2.0,39.65,2.0,06-Oct-2023 09:07:07,11265.0,12910.0,0.0,0.0
MANAKALUCO,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",46.0,0.0,"[{'price': 26.9, 'quantity': 46}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",43809.0,11.72,17694.19,4777.432245,0.66,3.33,63.62,22.12,0.0,22.12,3.5,0.0,25.62,43809.0,27331.0,62.39,,06-OCT-2023 EOD,MANAKALUCO,Manaksia Aluminium Company Limited,ALUMINIUM,['EQ'],[],[],False,False,False,False,False,False,False,INE859Q01017,False,MANAKALUCOEQN,EQ,MANAKALUCO,INE859Q01017,Listed,30-Mar-2015,Aluminium,06-Oct-2023 16:00:00,24.54,22.37,NIFTY METAL                                       ,Main,Active,Normal Market,-,No,Equity,No,,,1,65534050,-,-,27.0,0.1999999999999993,0.7462686567164152,26.8,27.0,26.9,26.75,21.45,32.15,20,26.8,26.5,27.35,27.0,18.2,02-Dec-2022,30.0,17-Jul-2023,27.0,,False,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,"[{'price': 26.65, 'buyQty': 2, 'sellQty': 0}, {'price': 26.7, 'buyQty': 1501, 'sellQty': 0}, {'price': 26.75, 'buyQty': 1, 'sellQty': 0}, {'price': 26.8, 'buyQty': 501, 'sellQty': 0}, {'price': 27, 'buyQty': 0, 'sellQty': 4, 'iep': True}, {'price': 27.25, 'buyQty': 0, 'sellQty': 6}, {'price': 27.35, 'buyQty': 0, 'sellQty': 56}, {'price': 27.4, 'buyQty': 0, 'sellQty': 4110}]",1,0,27.0,1.0,27.0,1.0,06-Oct-2023 09:07:06,15507.0,36220.0,1.0,0.0
MANAKSIA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",681860.0,953.51,91157.86,22789.4658875,0.23,3.26,62.28,21.58,0.0,21.58,3.5,0.0,25.08,681860.0,621005.0,91.08,,06-OCT-2023 EOD,MANAKSIA,Manaksia Limited,STEEL AND STEEL PRODUCTS,['EQ'],[],[],False,False,False,False,False,False,False,INE015D01022,False,MANAKSIAEQN,EQ,MANAKSIA,INE015D01022,Listed,08-Jan-2008,Iron & Steel Products,06-Oct-2023 16:00:00,24.54,41.61,NIFTY METAL                                       ,Main,Active,Normal Market,-,No,Equity,No,,,2,65534050,-,-,139.1,0.1999999999999886,0.143988480921518,138.9,139.75,139.65,139.84,111.15,166.65,20,138.9,137.4,140.8,139.1,69.05,23-Dec-2022,194.2,09-Jun-2023,139.1,,False,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"[{'price': 139.6, 'buyQty': 300, 'sellQty': 99}, {'price': 139.65, 'buyQty': 0, 'sellQty': 99}, {'price': 139.75, 'buyQty': 0, 'sellQty': 99, 'iep': True}, {'price': 139.8, 'buyQty': 0, 'sellQty': 99}, {'price': 140, 'buyQty': 200, 'sellQty': 0}, {'price': 141.7, 'buyQty': 11, 'sellQty': 0}, {'price': 166.65, 'buyQty': 14, 'sellQty': 0}]",0,6,139.75,225.0,139.75,225.0,06-Oct-2023 09:07:08,8016.0,32324.0,0.0,6.0
MANAKSTEEL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",1109.0,0.0,"[{'price': 46.6, 'quantity': 1109}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",86595.0,40.35,30473.33,7618.3333125,0.48,3.26,62.28,21.61,0.0,21.61,3.5,0.0,25.11,86595.0,50438.0,58.25,,06-OCT-2023 EOD,MANAKSTEEL,Manaksia Steels Limited,STEEL AND STEEL PRODUCTS,['EQ'],[],[],False,False,False,False,False,False,False,INE824Q01011,False,MANAKSTEELEQN,EQ,MANAKSTEEL,INE824Q01011,Listed,30-Mar-2015,Iron & Steel Products,06-Oct-2023 16:00:00,24.54,13.84,NIFTY METAL                                       ,Main,Active,Normal Market,-,No,Equity,No,,,1,65534050,-,-,46.5,0.3999999999999986,0.8676789587852464,46.1,46.9,46.6,46.6,36.9,55.3,20,46.1,46.1,47.0,46.5,31.8,23-Dec-2022,54.7,11-Sep-2023,46.5,,False,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"[{'price': 45.2, 'buyQty': 250, 'sellQty': 0}, {'price': 45.7, 'buyQty': 1, 'sellQty': 0}, {'price': 45.75, 'buyQty': 400, 'sellQty': 0}, {'price': 46, 'buyQty': 0, 'sellQty': 10}, {'price': 46.1, 'buyQty': 42, 'sellQty': 0}, {'price': 46.8, 'buyQty': 0, 'sellQty': 50}, {'price': 46.9, 'buyQty': 0, 'sellQty': 50, 'iep': True}, {'price': 46.95, 'buyQty': 0, 'sellQty': 50}]",67,0,46.9,67.0,46.9,67.0,06-Oct-2023 09:07:06,4714.0,21299.0,67.0,0.0
MANALIPETC,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,13097.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 68.05, 'quantity': 13097}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",610921.0,417.2,116615.48,58307.73863100001,0.15,2.36,45.09,15.23,0.0,15.23,3.5,0.0,18.73,610921.0,345407.0,56.54,,06-OCT-2023 EOD,MANALIPETC,Manali Petrochemicals Limited,PETROCHEMICALS,['EQ'],[],[],False,False,False,False,False,False,False,INE201A01024,False,MANALIPETCEQN,EQ,MANALIPETC,INE201A01024,Listed,06-Dec-2006,Petrochemicals,06-Oct-2023 16:00:00,23.45,156.22,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,,,5,171999229,-,-,67.8,0.2000000000000028,0.2958579881656847,67.6,68.15,68.05,68.29,54.1,81.1,20,67.6,67.55,69.15,67.8,56.7,29-Mar-2023,98.8,06-Oct-2022,67.8,,False,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,"[{'price': 54.15, 'buyQty': 0, 'sellQty': 49}, {'price': 65, 'buyQty': 0, 'sellQty': 100}, {'price': 66, 'buyQty': 0, 'sellQty': 19}, {'price': 67, 'buyQty': 0, 'sellQty': 19}, {'price': 68.15, 'buyQty': 2000, 'sellQty': 0, 'iep': True}, {'price': 68.2, 'buyQty': 545, 'sellQty': 0}, {'price': 69.2, 'buyQty': 73, 'sellQty': 0}, {'price': 74.7, 'buyQty': 200, 'sellQty': 0}]",3650,2200,68.15,5846.0,68.15,5846.0,06-Oct-2023 09:07:08,49627.0,142513.0,3650.0,2200.0
MANAPPURAM,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",1882.0,0.0,"[{'price': 142.85, 'quantity': 1882}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",6390836.0,9084.57,1211248.1,775198.7822074001,0.05,2.48,47.38,16.04,0.0,16.04,3.5,15.0,34.54,6390836.0,2207338.0,34.54,,06-OCT-2023 EOD,MANAPPURAM,Manappuram Finance Limited,FINANCE,['EQ'],[],"['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'ND', 'NE', 'NF', 'NG', 'NH', 'NI', 'NJ', 'NK', 'NL', 'NM']",True,False,True,False,False,False,False,INE522D07784,False,MANAPPURAMEQN,EQ,MANAPPURAM,INE522D01027,Listed,01-Dec-2014,Non Banking Financial Company (NBFC),06-Oct-2023 16:00:00,18.46,8.79,NIFTY FINANCIAL SERVICES                          ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,2,846434729,-,-,143.1,2.0999999999999943,1.4893617021276555,141.0,142.3,142.85,142.15,126.9,155.1,No Band,141.0,140.1,143.4,143.1,98.9,11-Oct-2022,156.55,04-Sep-2023,143.1,,False,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),"[{'price': 126.9, 'buyQty': 0, 'sellQty': 632}, {'price': 126.95, 'buyQty': 0, 'sellQty': 710}, {'price': 133, 'buyQty': 0, 'sellQty': 18}, {'price': 140, 'buyQty': 0, 'sellQty': 164}, {'price': 142.3, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 149.6, 'buyQty': 11, 'sellQty': 0}, {'price': 149.65, 'buyQty': 1, 'sellQty': 0}, {'price': 149.7, 'buyQty': 1, 'sellQty': 0}, {'price': 149.75, 'buyQty': 1, 'sellQty': 0}]",7007,200,142.3,26395.0,142.3,26395.0,06-Oct-2023 09:07:09,113802.0,541351.0,7007.0,200.0
MANGALAM,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",36180.0,36.85,16073.59,8036.792922,0.39,2.28,43.56,14.65,0.0,14.65,3.5,0.0,18.15,36180.0,15018.0,41.51,,06-OCT-2023 EOD,MANGALAM,Mangalam Drugs And Organics Limited,PHARMACEUTICALS,['EQ'],[],[],False,False,False,False,False,False,False,INE584F01014,False,MANGALAMEQN,EQ,MANGALAM,INE584F01014,Listed,23-May-2005,Pharmaceuticals,06-Oct-2023 16:00:00,31.93,127.11,NIFTY PHARMA                                      ,Main,Active,Normal Market,-,No,Equity,No,,,10,15828248,-,-,101.55,-0.4500000000000028,-0.441176470588238,102.0,101.25,101.75,101.84,81.6,122.4,20,102.0,101.25,103.0,101.55,95.25,29-Mar-2023,158.5,11-Oct-2022,101.55,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 101.05, 'buyQty': 10, 'sellQty': 0}, {'price': 101.1, 'buyQty': 500, 'sellQty': 0}, {'price': 101.2, 'buyQty': 450, 'sellQty': 0}, {'price': 101.25, 'buyQty': 300, 'sellQty': 0, 'iep': True}, {'price': 102.7, 'buyQty': 0, 'sellQty': 243}, {'price': 103.6, 'buyQty': 0, 'sellQty': 215}, {'price': 103.8, 'buyQty': 0, 'sellQty': 500}, {'price': 103.85, 'buyQty': 0, 'sellQty': 20}]",0,100,101.25,100.0,101.25,100.0,06-Oct-2023 09:07:07,3936.0,12048.0,0.0,100.0
MANGCHEFER,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",441.0,0.0,"[{'price': 105.15, 'quantity': 441}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",156170.0,164.63,125389.03,45140.050332,0.15,2.77,52.92,18.08,0.0,18.08,3.5,0.0,21.58,156170.0,87876.0,56.27,,06-OCT-2023 EOD,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,PESTICIDES AND AGROCHEMICALS,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE558B01017,False,MANGCHEFEREQN,EQ,MANGCHEFER,INE558B01017,Listed,22-Oct-2007,Fertilizers,06-Oct-2023 16:00:00,23.45,7.79,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,,,10,118515150,-,-,105.8,-0.1000000000000085,-0.0944287063267313,105.9,105.9,105.15,105.42,84.75,127.05,20,105.9,104.6,106.55,105.8,72.7,28-Feb-2023,131.85,17-Oct-2022,105.8,,False,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,"[{'price': 84.75, 'buyQty': 0, 'sellQty': 1}, {'price': 105, 'buyQty': 111, 'sellQty': 0}, {'price': 105.2, 'buyQty': 1, 'sellQty': 0}, {'price': 105.25, 'buyQty': 75, 'sellQty': 0}, {'price': 105.9, 'buyQty': 440, 'sellQty': 77, 'iep': True}, {'price': 106.4, 'buyQty': 0, 'sellQty': 1000}, {'price': 106.9, 'buyQty': 0, 'sellQty': 50}]",1,0,105.9,78.0,105.9,78.0,06-Oct-2023 09:07:08,76224.0,116635.0,1.0,0.0
