tradingsymbol,noBlockDeals,bulkBlockDeals,marketDeptOrderBook.totalBuyQuantity,marketDeptOrderBook.totalSellQuantity,marketDeptOrderBook.bid,marketDeptOrderBook.ask,marketDeptOrderBook.tradeInfo.totalTradedVolume,marketDeptOrderBook.tradeInfo.totalTradedValue,marketDeptOrderBook.tradeInfo.totalMarketCap,marketDeptOrderBook.tradeInfo.ffmc,marketDeptOrderBook.tradeInfo.impactCost,marketDeptOrderBook.tradeInfo.cmDailyVolatility,marketDeptOrderBook.tradeInfo.cmAnnualVolatility,marketDeptOrderBook.valueAtRisk.securityVar,marketDeptOrderBook.valueAtRisk.indexVar,marketDeptOrderBook.valueAtRisk.varMargin,marketDeptOrderBook.valueAtRisk.extremeLossMargin,marketDeptOrderBook.valueAtRisk.adhocMargin,marketDeptOrderBook.valueAtRisk.applicableMargin,securityWiseDP.quantityTraded,securityWiseDP.deliveryQuantity,securityWiseDP.deliveryToTradedQuantity,securityWiseDP.seriesRemarks,securityWiseDP.secWiseDelPosDate,info.symbol,info.companyName,info.industry,info.activeSeries,info.debtSeries,info.tempSuspendedSeries,info.isFNOSec,info.isCASec,info.isSLBSec,info.isDebtSec,info.isSuspended,info.isETFSec,info.isDelisted,info.isin,info.isTop10,info.identifier,metadata.series,metadata.symbol,metadata.isin,metadata.status,metadata.listingDate,metadata.industry,metadata.lastUpdateTime,metadata.pdSectorPe,metadata.pdSymbolPe,metadata.pdSectorInd,securityInfo.boardStatus,securityInfo.tradingStatus,securityInfo.tradingSegment,securityInfo.sessionNo,securityInfo.slb,securityInfo.classOfShare,securityInfo.derivatives,securityInfo.surveillance.surv,securityInfo.surveillance.desc,securityInfo.faceValue,securityInfo.issuedSize,sddDetails.SDDAuditor,sddDetails.SDDStatus,priceInfo.lastPrice,priceInfo.change,priceInfo.pChange,priceInfo.previousClose,priceInfo.open,priceInfo.close,priceInfo.vwap,priceInfo.lowerCP,priceInfo.upperCP,priceInfo.pPriceBand,priceInfo.basePrice,priceInfo.intraDayHighLow.min,priceInfo.intraDayHighLow.max,priceInfo.intraDayHighLow.value,priceInfo.weekHighLow.min,priceInfo.weekHighLow.minDate,priceInfo.weekHighLow.max,priceInfo.weekHighLow.maxDate,priceInfo.weekHighLow.value,priceInfo.iNavValue,priceInfo.checkINAV,industryInfo.macro,industryInfo.sector,industryInfo.industry,industryInfo.basicIndustry,preOpenMarket.preopen,preOpenMarket.ato.buy,preOpenMarket.ato.sell,preOpenMarket.IEP,preOpenMarket.totalTradedVolume,preOpenMarket.finalPrice,preOpenMarket.finalQuantity,preOpenMarket.lastUpdateTime,preOpenMarket.totalBuyQuantity,preOpenMarket.totalSellQuantity,preOpenMarket.atoBuyQty,preOpenMarket.atoSellQty
AWL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,459.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 349.05, 'quantity': 459}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1261269.0,4427.43,4522881.55,542745.7854480001,0.19,2.69,51.39,17.49,0.0,17.49,3.5,0.0,20.99,1261269.0,534927.0,42.41,,06-OCT-2023 EOD,AWL,Adani Wilmar Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE699H01024,False,AWLEQN,EQ,AWL,INE699H01024,Listed,08-Feb-2022,Edible Oil,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,1,1299678605,-,-,348.0,-2.0,-0.5714285714285714,350.0,352.95,349.05,351.03,315.0,385.0,10,350.0,347.0,355.0,348.0,327.25,28-Feb-2023,761.7,07-Oct-2022,348.0,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,"[{'price': 341.25, 'buyQty': 0, 'sellQty': 71}, {'price': 343, 'buyQty': 0, 'sellQty': 12}, {'price': 345, 'buyQty': 0, 'sellQty': 224}, {'price': 348, 'buyQty': 0, 'sellQty': 141}, {'price': 352.95, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 365.8, 'buyQty': 70, 'sellQty': 0}, {'price': 367.5, 'buyQty': 3, 'sellQty': 0}, {'price': 380, 'buyQty': 1, 'sellQty': 0}, {'price': 385, 'buyQty': 1, 'sellQty': 0}]",9286,1432,352.95,15626.0,352.95,15446.0,06-Oct-2023 09:07:04,70172.0,178706.0,9286.0,1432.0
AXISBANK,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",3562.0,0.0,"[{'price': 1000.95, 'quantity': 3562}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",5289753.0,53065.22,30940878.67,27846790.805664,0.02,1.49,28.47,9.34,0.0,9.34,3.5,0.0,12.84,5289753.0,2958493.0,55.93,,06-OCT-2023 EOD,AXISBANK,Axis Bank Limited,BANKS,['EQ'],[],['IL'],True,False,True,False,False,False,False,INE238A01034,False,AXISBANKEQN,EQ,AXISBANK,INE238A01034,Listed,16-Nov-1998,Private Sector Bank,06-Oct-2023 16:00:00,16.31,37.19,NIFTY BANK                                        ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,2,3081760824,-,-,1004.0,0.75,0.074757039621231,1003.25,1005.0,1000.95,1003.17,902.95,1103.55,No Band,1003.25,999.4,1008.0,1004.0,742.3,07-Oct-2022,1047.5,20-Sep-2023,1004.0,,False,Financial Services,Financial Services,Banks,Private Sector Bank,"[{'price': 902.95, 'buyQty': 0, 'sellQty': 107}, {'price': 903, 'buyQty': 0, 'sellQty': 1}, {'price': 903.05, 'buyQty': 0, 'sellQty': 1}, {'price': 903.1, 'buyQty': 0, 'sellQty': 1}, {'price': 1005, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1033.3, 'buyQty': 1181, 'sellQty': 0}, {'price': 1048.45, 'buyQty': 16, 'sellQty': 0}, {'price': 1095, 'buyQty': 2, 'sellQty': 0}, {'price': 1100, 'buyQty': 1000, 'sellQty': 0}]",4567,527,1005.0,12277.0,1005.0,12277.0,06-Oct-2023 09:07:04,59847.0,73265.0,4567.0,527.0
AYMSYNTEX,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",17090.0,11.73,34609.9,8998.5731098,0.63,2.56,48.91,16.62,0.0,16.62,3.5,0.0,20.12,17090.0,4401.0,25.75,,06-OCT-2023 EOD,AYMSYNTEX,AYM Syntex Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE193B01039,False,AYMSYNTEXEQN,EQ,AYMSYNTEX,INE193B01039,Listed,14-Aug-2015,Other Textile Products,06-Oct-2023 16:00:00,23.45,47.81,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,,,10,50599264,-,-,68.4,0.4000000000000057,0.5882352941176554,68.0,67.7,68.45,68.64,54.4,81.6,20,68.0,67.7,71.4,68.4,58.0,28-Mar-2023,94.0,25-Oct-2022,68.4,,False,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"[{'price': 67.2, 'buyQty': 300, 'sellQty': 0}, {'price': 67.25, 'buyQty': 500, 'sellQty': 0}, {'price': 67.3, 'buyQty': 50, 'sellQty': 0}, {'price': 67.7, 'buyQty': 1, 'sellQty': 500, 'iep': True}, {'price': 69.65, 'buyQty': 0, 'sellQty': 89}, {'price': 70.7, 'buyQty': 0, 'sellQty': 25}, {'price': 70.85, 'buyQty': 0, 'sellQty': 50}]",0,0,67.7,1.0,67.7,1.0,06-Oct-2023 09:07:05,5207.0,12302.0,0.0,0.0
BAIDFIN,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",225.0,0.0,"[{'price': 26, 'quantity': 225}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",2811149.0,750.86,31277.79,20330.5648975,0.66,2.61,49.86,16.97,0.0,16.97,3.5,0.0,20.47,2811149.0,696977.0,24.79,,06-OCT-2023 EOD,BAIDFIN,Baid Finserv Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE020D01022,False,BAIDFINEQN,EQ,BAIDFIN,INE020D01022,Listed,20-Jan-2023,Non Banking Financial Company (NBFC),06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,2,120068300,-,-,26.05,-1.8499999999999976,-6.63082437275985,27.9,27.2,26.0,26.71,22.35,33.45,20,27.9,25.85,27.9,26.05,25.85,06-Oct-2023,48.75,28-Jun-2023,26.05,,False,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),"[{'price': 26.7, 'buyQty': 0, 'sellQty': 1000}, {'price': 26.8, 'buyQty': 0, 'sellQty': 1000}, {'price': 26.9, 'buyQty': 0, 'sellQty': 5500}, {'price': 27, 'buyQty': 0, 'sellQty': 3780}, {'price': 27.2, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 28.5, 'buyQty': 17, 'sellQty': 0}, {'price': 28.7, 'buyQty': 1, 'sellQty': 0}, {'price': 29.2, 'buyQty': 50, 'sellQty': 0}, {'price': 31, 'buyQty': 1, 'sellQty': 0}]",938,10,27.2,16490.0,27.2,16490.0,06-Oct-2023 09:07:05,101326.0,383422.0,938.0,10.0
BAJAJ-AUTO,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,233.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 5014.6, 'quantity': 233}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",279352.0,14054.95,14215777.67,5686311.066368001,0.02,1.37,26.17,8.59,0.0,9.0,3.5,0.0,12.5,279352.0,123136.0,44.08,,06-OCT-2023 EOD,BAJAJ-AUTO,Bajaj Auto Limited,AUTOMOBILES - 2 AND 3 WHEELERS,['EQ'],[],[],True,False,True,False,False,False,False,INE917I01010,False,BAJAJ-AUTOEQN,EQ,BAJAJ-AUTO,INE917I01010,Listed,26-May-2008,2/3 Wheelers,06-Oct-2023 16:00:00,25.31,23.94,NIFTY AUTO                                        ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,282957358,-,-,5024.0,12.949999999999818,0.258428872192451,5011.05,5120.0,5014.6,5031.27,4509.95,5512.15,No Band,5011.05,4997.5,5120.0,5024.0,3515.85,12-Oct-2022,5274.9,18-Sep-2023,5024.0,,False,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,"[{'price': 4509.95, 'buyQty': 0, 'sellQty': 129}, {'price': 4600, 'buyQty': 0, 'sellQty': 1}, {'price': 4760.5, 'buyQty': 0, 'sellQty': 1}, {'price': 4763, 'buyQty': 0, 'sellQty': 116}, {'price': 5120, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 5120.5, 'buyQty': 539, 'sellQty': 0}, {'price': 5164.5, 'buyQty': 257, 'sellQty': 0}, {'price': 5261.6, 'buyQty': 676, 'sellQty': 0}, {'price': 5271, 'buyQty': 10, 'sellQty': 0}]",2035,218,5120.0,3398.0,5120.0,3450.0,06-Oct-2023 09:07:06,6097.0,7465.0,2035.0,218.0
BAJAJCON,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",1.0,0.0,"[{'price': 231.65, 'quantity': 1}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",169330.0,390.78,330749.69,201757.31334,0.08,1.77,33.82,11.23,0.0,11.23,3.5,0.0,14.73,169330.0,91558.0,54.07,,06-OCT-2023 EOD,BAJAJCON,Bajaj Consumer Care Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE933K01021,False,BAJAJCONEQN,EQ,BAJAJCON,INE933K01021,Listed,18-Aug-2010,Personal Care,06-Oct-2023 16:00:00,42.62,21.59,NIFTY FMCG,Main,Active,Normal Market,-,Yes,Equity,No,,,1,142626000,-,-,231.9,2.050000000000012,0.8918860126169291,229.85,231.0,231.65,230.78,183.9,275.8,20,229.85,228.2,232.5,231.9,145.55,20-Oct-2022,262.4,31-Aug-2023,231.9,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,"[{'price': 183.95, 'buyQty': 0, 'sellQty': 3}, {'price': 230.5, 'buyQty': 0, 'sellQty': 14}, {'price': 230.9, 'buyQty': 0, 'sellQty': 25}, {'price': 230.95, 'buyQty': 0, 'sellQty': 369}, {'price': 231, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 233.5, 'buyQty': 50, 'sellQty': 0}, {'price': 234.45, 'buyQty': 1, 'sellQty': 0}, {'price': 237.9, 'buyQty': 7, 'sellQty': 0}, {'price': 241.3, 'buyQty': 18, 'sellQty': 0}]",174,51,231.0,587.0,231.0,587.0,06-Oct-2023 09:07:07,8650.0,41213.0,174.0,51.0
BAJAJELEC,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",24019.0,254.57,1214901.11,437364.4010094,0.12,1.86,35.54,11.77,0.0,11.77,3.5,0.0,15.27,24019.0,13314.0,55.43,,06-OCT-2023 EOD,BAJAJELEC,Bajaj Electricals Limited,CONSUMER DURABLES,['EQ'],[],[],False,False,False,False,False,False,False,INE193E01025,False,BAJAJELECEQN,EQ,BAJAJELEC,INE193E01025,Listed,02-Nov-2007,Household Appliances,06-Oct-2023 16:00:00,41.06,53.43,NIFTY INDIA CONSUMPTION                           ,Main,Active,Normal Market,-,No,Equity,No,,,2,115101953,-,-,1055.5,-9.25,-0.8687485325193707,1064.75,1077.9,1060.7,1059.87,851.8,1277.7,20,1064.75,1055.0,1077.9,1055.5,959.45,12-Sep-2023,1327.7,17-Jul-2023,1055.5,,False,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,"[{'price': 1011.55, 'buyQty': 0, 'sellQty': 11}, {'price': 1032.85, 'buyQty': 0, 'sellQty': 2}, {'price': 1050, 'buyQty': 0, 'sellQty': 12}, {'price': 1062, 'buyQty': 0, 'sellQty': 15}, {'price': 1063, 'buyQty': 3, 'sellQty': 0}, {'price': 1064, 'buyQty': 48, 'sellQty': 0}, {'price': 1077.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1084.5, 'buyQty': 100, 'sellQty': 0}, {'price': 1086.05, 'buyQty': 1, 'sellQty': 0}]",43,19,1077.9,144.0,1077.9,144.0,06-Oct-2023 09:07:06,1438.0,4491.0,43.0,19.0
BAJAJFINSV,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,2882.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 1634.65, 'quantity': 2882}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",7384628.0,118722.66,25990512.76,8836774.3396818,0.03,1.75,33.43,11.05,0.0,11.05,3.5,0.0,14.55,7384628.0,2373603.0,32.14,,06-OCT-2023 EOD,BAJAJFINSV,Bajaj Finserv Limited,FINANCE,['EQ'],[],[],True,False,True,False,False,False,False,INE918I01026,False,BAJAJFINSVEQN,EQ,BAJAJFINSV,INE918I01026,Listed,26-May-2008,Holding Company,06-Oct-2023 16:00:00,18.46,272.56,NIFTY FINANCIAL SERVICES                          ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,1,1595488813,-,-,1629.0,86.45000000000005,5.604356422806395,1542.55,1559.35,1634.65,1607.7,1388.3,1696.8,No Band,1542.55,1551.05,1640.7,1629.0,1215.0,28-Mar-2023,1817.9,07-Nov-2022,1629.0,,False,Financial Services,Financial Services,Finance,Holding Company,"[{'price': 1388.3, 'buyQty': 0, 'sellQty': 95}, {'price': 1388.35, 'buyQty': 0, 'sellQty': 325}, {'price': 1400, 'buyQty': 0, 'sellQty': 198}, {'price': 1439.4, 'buyQty': 0, 'sellQty': 11}, {'price': 1559.35, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1580, 'buyQty': 4, 'sellQty': 0}, {'price': 1584, 'buyQty': 2, 'sellQty': 0}, {'price': 1591, 'buyQty': 12, 'sellQty': 0}, {'price': 1606.6, 'buyQty': 6, 'sellQty': 0}]",10608,167,1559.35,10691.0,1559.35,10691.0,06-Oct-2023 09:07:06,21511.0,71258.0,10608.0,167.0
BAJAJHCARE,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,82.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 469.85, 'quantity': 82}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",145014.0,686.18,129988.46,41596.30848,0.18,2.7,51.58,17.57,0.0,17.57,3.5,0.0,21.07,145014.0,63086.0,43.5,,06-OCT-2023 EOD,BAJAJHCARE,Bajaj Healthcare Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE411U01027,False,BAJAJHCAREEQN,EQ,BAJAJHCARE,INE411U01027,Listed,25-Nov-2021,Pharmaceuticals,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,5,27598400,-,-,471.0,-1.8999999999999773,-0.4017762740537063,472.9,475.8,469.85,473.18,378.35,567.45,20,472.9,467.5,481.2,471.0,275.7,14-Jun-2023,497.45,03-Oct-2023,471.0,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 470, 'buyQty': 1001, 'sellQty': 0}, {'price': 470.2, 'buyQty': 100, 'sellQty': 0}, {'price': 472.9, 'buyQty': 100, 'sellQty': 0}, {'price': 475.8, 'buyQty': 0, 'sellQty': 50, 'iep': True}, {'price': 475.95, 'buyQty': 0, 'sellQty': 75}, {'price': 476, 'buyQty': 0, 'sellQty': 295}, {'price': 476.4, 'buyQty': 0, 'sellQty': 100}, {'price': 567.45, 'buyQty': 3, 'sellQty': 0}]",38,23,475.8,41.0,475.8,41.0,06-Oct-2023 09:07:04,9333.0,37479.0,38.0,23.0
BAJAJHIND,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",5712.0,0.0,"[{'price': 25.7, 'quantity': 5712}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",11269360.0,2896.23,328281.51,206817.3482092,0.16,3.73,71.26,25.06,0.0,25.06,3.5,0.0,28.56,11269360.0,4386523.0,38.92,,06-OCT-2023 EOD,BAJAJHIND,Bajaj Hindusthan Sugar Limited,SUGAR,['EQ'],[],['BE'],False,False,True,False,False,False,False,INE306A01021,False,BAJAJHINDEQN,EQ,BAJAJHIND,INE306A01021,Listed,10-May-1995,Sugar,06-Oct-2023 16:00:00,42.62,0.0,NIFTY FMCG                                        ,Main,Active,Normal Market,-,Yes,Equity,No,,,1,1277359942,-,-,25.7,0.3000000000000007,1.1811023622047274,25.4,25.6,25.7,25.7,20.35,30.45,20,25.4,25.4,26.05,25.7,10.1,31-Oct-2022,29.85,06-Sep-2023,25.7,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,"[{'price': 20.45, 'buyQty': 0, 'sellQty': 1}, {'price': 25, 'buyQty': 0, 'sellQty': 234}, {'price': 25.3, 'buyQty': 0, 'sellQty': 5000}, {'price': 25.4, 'buyQty': 0, 'sellQty': 1959}, {'price': 25.6, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 25.95, 'buyQty': 2242, 'sellQty': 0}, {'price': 26, 'buyQty': 4262, 'sellQty': 0}, {'price': 26.15, 'buyQty': 83, 'sellQty': 0}, {'price': 26.55, 'buyQty': 146, 'sellQty': 0}]",15322,2322,25.6,81765.0,25.6,81765.0,06-Oct-2023 09:07:07,743661.0,1906544.0,15322.0,2322.0
BAJAJHLDNG,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",10.0,0.0,"[{'price': 6843.7, 'quantity': 10}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",41262.0,2806.7,7608024.34,2967129.4940040004,0.04,1.74,33.24,11.0,0.0,11.0,3.5,0.0,14.5,41262.0,15087.0,36.56,,06-OCT-2023 EOD,BAJAJHLDNG,Bajaj Holdings & Investment Limited,FINANCE,['EQ'],[],[],False,False,True,False,False,False,False,INE118A01012,False,BAJAJHLDNGEQN,EQ,BAJAJHLDNG,INE118A01012,Listed,15-Mar-1995,Holding Company,06-Oct-2023 16:00:00,18.46,43.08,NIFTY FINANCIAL SERVICES                          ,Main,Active,Normal Market,-,Yes,Equity,No,,,10,111293510,-,-,6836.0,163.94999999999982,2.4572657579004926,6672.05,6750.0,6843.7,6802.14,5337.65,8006.45,20,6672.05,6701.15,6874.4,6836.0,5560.15,20-Jan-2023,7640.0,26-Jul-2023,6836.0,,False,Financial Services,Financial Services,Finance,Holding Company,"[{'price': 6004.85, 'buyQty': 0, 'sellQty': 22}, {'price': 6654.95, 'buyQty': 0, 'sellQty': 2}, {'price': 6663, 'buyQty': 0, 'sellQty': 4}, {'price': 6683.95, 'buyQty': 0, 'sellQty': 2}, {'price': 6750, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 6770, 'buyQty': 7, 'sellQty': 0}, {'price': 6800, 'buyQty': 100, 'sellQty': 0}, {'price': 6952.5, 'buyQty': 12, 'sellQty': 0}, {'price': 6972.3, 'buyQty': 5, 'sellQty': 0}]",84,1,6750.0,213.0,6750.0,213.0,06-Oct-2023 09:07:07,2193.0,5097.0,84.0,1.0
BAJFINANCE,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,53.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 8168.55, 'quantity': 53}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",2145034.0,172979.19,49382360.85,21728238.77268,0.01,1.76,33.62,11.15,0.0,11.15,3.5,0.0,14.65,2145034.0,699722.0,32.62,,06-OCT-2023 EOD,BAJFINANCE,Bajaj Finance Limited,FINANCE,['EQ'],[],"['N1', 'W1']",True,False,True,False,False,False,False,INE296A13011,False,BAJFINANCEEQN,EQ,BAJFINANCE,INE296A01024,Listed,01-Apr-2003,Non Banking Financial Company (NBFC),06-Oct-2023 16:00:00,18.46,43.67,NIFTY FINANCIAL SERVICES                          ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,2,605918538,-,-,8150.0,299.1000000000004,3.80975429568585,7850.9,7850.0,8168.55,8064.17,7065.85,8635.95,No Band,7850.9,7845.0,8192.0,8150.0,5485.7,20-Mar-2023,8192.0,06-Oct-2023,8150.0,,False,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),"[{'price': 7066, 'buyQty': 0, 'sellQty': 275}, {'price': 7458.4, 'buyQty': 0, 'sellQty': 779}, {'price': 7615.05, 'buyQty': 0, 'sellQty': 7}, {'price': 7663, 'buyQty': 0, 'sellQty': 1051}, {'price': 7850, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 8135.6, 'buyQty': 1, 'sellQty': 0}, {'price': 8204.2, 'buyQty': 9, 'sellQty': 0}, {'price': 8243, 'buyQty': 10, 'sellQty': 0}, {'price': 8243.45, 'buyQty': 13, 'sellQty': 0}]",1902,2022,7850.0,7218.0,7850.0,7218.0,06-Oct-2023 09:07:07,11494.0,26277.0,1902.0,2022.0
BALAJITELE,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,1000.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 71.85, 'quantity': 1000}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",377623.0,272.12,73016.18,29936.6337369,0.29,2.81,53.68,18.39,0.0,18.39,3.5,0.0,21.89,377623.0,173558.0,45.96,,06-OCT-2023 EOD,BALAJITELE,Balaji Telefilms Limited,MEDIA & ENTERTAINMENT,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE794B01026,False,BALAJITELEEQN,EQ,BALAJITELE,INE794B01026,Listed,22-Nov-2000,Media & Entertainment,06-Oct-2023 16:00:00,0.0,18.68,NIFTY MEDIA                                       ,Main,Active,Normal Market,-,No,Equity,No,,,2,101130443,-,-,72.2,0.2999999999999971,0.4172461752433896,71.9,72.2,71.85,72.06,57.55,86.25,20,71.9,70.6,73.6,72.2,35.0,28-Mar-2023,75.2,05-Oct-2023,72.2,,False,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,"[{'price': 71.9, 'buyQty': 0, 'sellQty': 2000}, {'price': 72.15, 'buyQty': 0, 'sellQty': 20}, {'price': 72.2, 'buyQty': 0, 'sellQty': 300, 'iep': True}, {'price': 72.25, 'buyQty': 0, 'sellQty': 325}, {'price': 72.5, 'buyQty': 600, 'sellQty': 0}, {'price': 73, 'buyQty': 1000, 'sellQty': 0}, {'price': 73.35, 'buyQty': 336, 'sellQty': 0}, {'price': 75.15, 'buyQty': 182, 'sellQty': 0}]",301,151,72.2,2422.0,72.2,2422.0,06-Oct-2023 09:07:05,63695.0,98079.0,301.0,151.0
